_id,datetime,measurement.date,measurement.mass,measurement.name,measurement.remark,measurement.time,measurement.volume,modifeod,name
"""616a7abc6c2600003f0011a7""",16.10.2021 09:09:48,"[""2021-10-16""]",[3.0927085876464844],"[""Mitte-Rechts""]","[""""]","[""09:09:21""]",[1.0309028625488281],16.10.2021 09:09:48,DeutscheBarytIndustrieOwlEye
"""616a7c616c2600003f0011d7""",16.10.2021 09:16:49,"[""2021-10-16""]",[3.9894819259643555],"[""Mitte-Rechts""]","[""""]","[""09:16:21""]",[1.3298273086547852],16.10.2021 09:16:49,DeutscheBarytIndustrieOwlEye
"""616a7e056c2600003f001207""",16.10.2021 09:23:48,"[""2021-10-16""]",[2.8920273780822754],"[""Mitte-Rechts""]","[""""]","[""09:23:21""]",[0.9640091061592102],16.10.2021 09:23:48,DeutscheBarytIndustrieOwlEye
"""616a7fa86c2600003f001237""",16.10.2021 09:30:48,"[""2021-10-16""]",[3.211890697479248],"[""Mitte-Rechts""]","[""""]","[""09:30:21""]",[1.0706303119659424],16.10.2021 09:30:48,DeutscheBarytIndustrieOwlEye
"""616a814c6c2600003f001267""",16.10.2021 09:37:48,"[""2021-10-16""]",[3.2730395793914795],"[""Mitte-Rechts""]","[""""]","[""09:37:21""]",[1.0910131931304932],16.10.2021 09:37:48,DeutscheBarytIndustrieOwlEye
"""616a82f06c2600003f001297""",16.10.2021 09:44:48,"[""2021-10-16""]",[4.347991943359375],"[""Mitte-Rechts""]","[""""]","[""09:44:21""]",[1.4493305683135986],16.10.2021 09:44:48,DeutscheBarytIndustrieOwlEye
"""616a84956c2600003f0012c7""",16.10.2021 09:51:48,"[""2021-10-16""]",[3.645425319671631],"[""Mitte-Rechts""]","[""""]","[""09:51:21""]",[1.215141773223877],16.10.2021 09:51:48,DeutscheBarytIndustrieOwlEye
"""616a86396c2600003f0012f7""",16.10.2021 09:58:49,"[""2021-10-16""]",[3.9354662895202637],"[""Mitte-Rechts""]","[""""]","[""09:58:21""]",[1.3118221759796143],16.10.2021 09:58:49,DeutscheBarytIndustrieOwlEye
"""616a87dd6c2600003f001327""",16.10.2021 10:05:48,"[""2021-10-16""]",[3.8089001178741455],"[""Mitte-Rechts""]","[""""]","[""10:05:21""]",[1.2696332931518555],16.10.2021 10:05:48,DeutscheBarytIndustrieOwlEye
"""616a89816c2600003f001357""",16.10.2021 10:12:48,"[""2021-10-16""]",[3.809001922607422],"[""Mitte-Rechts""]","[""""]","[""10:12:21""]",[1.2696672677993774],16.10.2021 10:12:48,DeutscheBarytIndustrieOwlEye
"""616a8b246c2600003f001387""",16.10.2021 10:19:48,"[""2021-10-16""]",[4.2652997970581055],"[""Mitte-Rechts""]","[""""]","[""10:19:21""]",[1.4217666387557983],16.10.2021 10:19:48,DeutscheBarytIndustrieOwlEye
"""616a8cc86c2600003f0013b7""",16.10.2021 10:26:48,"[""2021-10-16""]",[3.9136698246002197],"[""Mitte-Rechts""]","[""""]","[""10:26:21""]",[1.3045566082000732],16.10.2021 10:26:48,DeutscheBarytIndustrieOwlEye
"""616a8e6b6c2600003f0013e7""",16.10.2021 10:33:47,"[""2021-10-16""]",[3.9102652072906494],"[""Mitte-Rechts""]","[""""]","[""10:33:21""]",[1.3034217357635498],16.10.2021 10:33:47,DeutscheBarytIndustrieOwlEye
"""616a90106c2600003f001417""",16.10.2021 10:40:48,"[""2021-10-16""]",[4.046111106872559],"[""Mitte-Rechts""]","[""""]","[""10:40:21""]",[1.3487036228179932],16.10.2021 10:40:48,DeutscheBarytIndustrieOwlEye
"""616a91b46c2600003f001447""",16.10.2021 10:47:48,"[""2021-10-16""]",[4.59620475769043],"[""Mitte-Rechts""]","[""""]","[""10:47:21""]",[1.5320683717727661],16.10.2021 10:47:48,DeutscheBarytIndustrieOwlEye
"""616a93596c2600003f001477""",16.10.2021 10:54:48,"[""2021-10-16""]",[4.73966646194458],"[""Mitte-Rechts""]","[""""]","[""10:54:21""]",[1.5798888206481934],16.10.2021 10:54:48,DeutscheBarytIndustrieOwlEye
"""616a93c06c2600003f0014a7""",16.10.2021 10:56:31,"[""2021-10-16""]",[4.451106548309326],"[""Mitte-Rechts""]","[""""]","[""10:56:04""]",[1.483702301979065],16.10.2021 10:56:31,DeutscheBarytIndustrieOwlEye
"""616a94fc6c2600003f0014d7""",16.10.2021 11:01:48,"[""2021-10-16""]",[4.516788959503174],"[""Mitte-Rechts""]","[""""]","[""11:01:21""]",[1.5055962800979614],16.10.2021 11:01:48,DeutscheBarytIndustrieOwlEye
"""616a96a06c2600003f001507""",16.10.2021 11:08:48,"[""2021-10-16""]",[5.751895904541016],"[""Mitte-Rechts""]","[""""]","[""11:08:21""]",[1.917298674583435],16.10.2021 11:08:48,DeutscheBarytIndustrieOwlEye
"""616a98446c2600003f001537""",16.10.2021 11:15:48,"[""2021-10-16""]",[3.675541400909424],"[""Mitte-Rechts""]","[""""]","[""11:15:21""]",[1.2251805067062378],16.10.2021 11:15:48,DeutscheBarytIndustrieOwlEye
"""616a99e86c2600003f001567""",16.10.2021 11:22:48,"[""2021-10-16""]",[4.279893398284912],"[""Mitte-Rechts""]","[""""]","[""11:22:21""]",[1.4266310930252075],16.10.2021 11:22:48,DeutscheBarytIndustrieOwlEye
"""616a9b8c6c2600003f001597""",16.10.2021 11:29:48,"[""2021-10-16""]",[4.472487926483154],"[""Mitte-Rechts""]","[""""]","[""11:29:21""]",[1.4908292293548584],16.10.2021 11:29:48,DeutscheBarytIndustrieOwlEye
"""616a9d306c2600003f0015c7""",16.10.2021 11:36:48,"[""2021-10-16""]",[4.574421405792236],"[""Mitte-Rechts""]","[""""]","[""11:36:21""]",[1.524807095527649],16.10.2021 11:36:48,DeutscheBarytIndustrieOwlEye
"""616a9ed46c2600003f0015f7""",16.10.2021 11:43:48,"[""2021-10-16""]",[3.6676037311553955],"[""Mitte-Rechts""]","[""""]","[""11:43:21""]",[1.2225345373153687],16.10.2021 11:43:48,DeutscheBarytIndustrieOwlEye
"""616aa0786c2600003f001627""",16.10.2021 11:50:48,"[""2021-10-16""]",[5.076760768890381],"[""Mitte-Rechts""]","[""""]","[""11:50:21""]",[1.692253589630127],16.10.2021 11:50:48,DeutscheBarytIndustrieOwlEye
